codePostal,libelleAcheminement,latitude,longitude,communesCount
20128,ALBITRECCIA,41.84954382880812,8.90758412849205,4
20166,ALBITRECCIA,41.843665379804776,8.858241092440878,4
20112,ALTAGENE,41.69054323217634,9.067207669567257,5
20151,AMBIEGNA,42.06841792636714,8.803583422404456,5
20110,ARBELLARA,41.652074163817474,8.912938272630194,4
20160,ARBORI,42.16663260129459,8.826938446744608,9
20140,ARGIUSTA MORICCIO,41.77479886172587,8.93900709938468,8
20116,AULLENE,41.779012051830335,9.074968087781428,2
20190,AZILONE AMPAZA,41.858006854996304,8.993348879332261,5
20121,AZZANA,42.122004234037774,8.932961373983265,5
20119,BASTELICA,41.988122053252326,9.048754066651181,1
20129,BASTELICACCIA,41.93545102718902,8.836606272315176,1
20100,BILIA,41.60744077753916,8.951699864457497,6
20136,BOCOGNANO,42.08875860830774,9.070771912427448,1
20169,BONIFACIO,41.43496075061607,9.185795622442836,1
20111,CALCATOGGIO,42.04902290471718,8.749287954856264,2
20142,CAMPO,41.899802678770385,9.004700121702676,2
20170,CARBINI,41.66948678287798,9.16968151559409,3
20133,CARBUCCIA,42.03878921575779,8.959702845406387,2
20130,CARGESE,42.15445171150109,8.626757437386594,1
20164,CARGIACA,41.73223069942911,9.04095742064614,1
20117,CAURO,41.93643669486275,8.916730311930568,4
20134,CIAMANNACCE,41.965457442103244,9.135443942421302,4
20118,COGGIA,42.13155186799668,8.732638893316649,2
20123,COGNOCOLI MONTICCHI,41.79722250383621,8.882188900545753,2
20135,CONCA,41.753412807876025,9.329775285746782,1
20168,CORRANO,41.881895336630826,9.07112706970423,1
20138,COTI CHIAVARI,41.76918507797236,8.752853025475488,1
20148,COZZANO,41.93351502872798,9.186437982805078,1
20126,CRISTINACCE,42.26440424798132,8.838102402439418,2
20114,FIGARI,41.51639947479476,9.120111090348667,1
20143,FOZZANO,41.71168426115963,8.998224316518584,2
20157,FRASSETO,41.92002728128961,9.03935731216199,1
20153,GUITERA LES BAINS,41.92241349491005,9.078583571710027,1
20137,LECCI,41.646410105152846,9.268623389054087,3
20139,LOPIGNA,42.089939697835256,8.854422269765715,1
20165,LORETO DI TALLANO,41.6999340313523,9.031488804960578,1
20141,MARIGNANA,42.20802086141752,8.719637788664823,1
20171,MONACIA D AULLENE,41.52465951559922,9.011571531316392,1
20113,OLMETO,41.71206059211999,8.904610112723192,1
20125,ORTO,42.19032479704406,8.926372239983714,3
20147,OSANI,42.323117714970685,8.681782954828044,3
20150,OTA,42.25498629227226,8.733565111652986,2
20115,PIANA,42.22601885520769,8.629178640310657,1
20131,PIANOTTOLI CALDARELLO,41.50462703751488,9.048458186792239,1
20122,QUENZA,41.80760096474925,9.200543958094782,1
20145,SARI SOLENZARA,41.81348548838593,9.352471335889145,2
20127,SERRA DI SCOPAMENE,41.778530918455644,9.109537077569497,1
20152,SORBOLLANO,41.75005784015721,9.115776028774075,1
20146,SOTTA,41.55544194971875,9.181883392175552,1
20163,TAVERA,42.06960440879017,9.017056785901062,1
20172,VERO,42.06111303903202,8.92214053259867,1
20173,ZEVACO,41.88736625518152,9.045361191687453,1
20132,ZICAVO,41.8844537512623,9.167052789578639,1
20124,ZONZA,41.72134741390599,9.26691137098457,1
20144,ZONZA,41.72134741390599,9.26691137098457,1
20270,AGHIONE,42.18715443548086,9.429737382781566,12
20244,AITI,42.374084304587896,9.269222675899465,7
20212,ALANDO,42.29451994515563,9.283986815607632,10
20224,ALBERTACCE,42.32684808991678,8.985822325623884,6
20220,ALGAJOLA,42.60651132114097,8.90894865745587,8
20251,ALTIANI,42.21123882686535,9.34910487309158,5
20272,AMPRIANI,42.26775698735174,9.358935283875656,4
20276,ASCO,42.43465703602257,8.997369310922616,1
20225,AVAPESSA,42.557704330228454,8.910774997441125,6
20253,BARBAGGIO,42.70689987907132,9.367029726942894,3
20228,BARRETTALI,42.88740695601908,9.395708932415724,5
20200,BASTIA,42.72239592511219,9.42712409010887,7
20600,BASTIA,42.66939105106778,9.421179114178337,2
20226,BELGODERE,42.59804230525274,9.023422018546707,7
20252,BIGORNO,42.52993212150438,9.29689824164572,3
20620,BIGUGLIA,42.616463364320566,9.440907688081358,2
20235,BISINCHI,42.47860617569788,9.27931515367359,4
20290,BORGO,42.51697448343447,9.403950781880154,16
20222,BRANDO,42.77954602505424,9.450650249417677,3
20214,CALENZANA,42.519148497166015,8.84430913719259,8
20260,CALENZANA,42.53442031652141,8.796611405222157,3
20229,CAMPANA,42.377733686246565,9.373741515891112,15
20230,CANALE DI VERDE,42.34478018490068,9.49543551195564,19
20217,CANARI,42.76947245825498,9.32953016557882,7
20237,CASABIANCA,42.429852948583154,9.357244285288507,7
